"id","requestId","farmerId","date","area","commodity","landSize","resultNotes","photos","latitude","longitude","isFinalSession","createdAt","updatedAt","landSizeUnit","snapshotAreaId","cropAgeDays"
"cmofmcs5s00inkw04an7czmq7","cmofmcs5p00ilkw04lz7et9jq","cmofipp7d00rfl204j9kg0fgo","2025-12-04 00:00:00","TGH2","Padi",,"660965",,-7.6953257,110.5871062,"t","2026-04-26 10:22:06.736","2026-04-26 10:22:06.736",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcs5x00irkw04x60mdck0","cmofmcs5v00ipkw04o4zme8fc","cmofm596n0007li04kbgtcb7a","2025-12-04 00:00:00","TGH3","Jagung",,"86086",,-7.1650999,110.1977762,"t","2026-04-26 10:22:06.741","2026-04-26 10:22:06.741",,"cmmu5baag0002jp04tu1z121e",
"cmofmcs6200ivkw04xgdk7iff","cmofmcs5z00itkw044yx21wea","cmofiprk40184l204kajuayjg","2025-12-04 00:00:00","TGH2","Padi",,"108813",,-7.6831869,110.5819142,"t","2026-04-26 10:22:06.746","2026-04-26 10:22:06.746",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcs6f00izkw046y0ows8a","cmofmcs6b00ixkw04kjjpi190","cmofipvlz01til2041lsppkwr","2025-12-05 00:00:00","TGH1","Padi",,"203374",,-7.1376558,110.2034601,"t","2026-04-26 10:22:06.759","2026-04-26 10:22:06.759",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsfx00j3kw040tfzstq4","cmofmcsfu00j1kw04smk17952","cmofm5fwv000cjv04yydm2ltu","2025-12-05 00:00:00","TGH4","Loncang",,"953968",,-7.4105899,110.0926559,"t","2026-04-26 10:22:07.102","2026-04-26 10:22:07.102",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmcsg400j7kw04beny6njz","cmofmcsg000j5kw04kquqqmwc","cmofiq3jj038il204eez68gyf","2025-12-05 00:00:00","TGH1","Padi",,"453539",,-7.1373894,110.2016048,"t","2026-04-26 10:22:07.108","2026-04-26 10:22:07.108",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsg900jbkw048894hgl7","cmofmcsg600j9kw04evuypk8f","cmofm596k0006li04k7ljyzdk","2025-12-05 00:00:00","TGH3","Padi",,"24694",,-7.1642218,110.2044085,"t","2026-04-26 10:22:07.113","2026-04-26 10:22:07.113",,"cmmu5baag0002jp04tu1z121e",
"cmofmcsgf00jfkw041oj1p22x","cmofmcsgd00jdkw04bkmk4vcv","cmofm5c4a0036li04r7vaviuj","2025-11-24 00:00:00","TGH3","Kacang panjang",,"296912",,-7.1618113,110.197678,"t","2026-04-26 10:22:07.12","2026-04-26 10:22:07.12",,"cmmu5baag0002jp04tu1z121e",
"cmofmcsgn00jjkw04atd2cy05","cmofmcsgk00jhkw04iy5hqpej","cmofipula01mfl20487le3igb","2025-11-25 00:00:00","TGH3","Padi",,"667802",,-7.1542207,110.1990828,"t","2026-04-26 10:22:07.128","2026-04-26 10:22:07.128",,"cmmu5baag0002jp04tu1z121e",
"cmofmcsgx00jnkw04i9qwfzi7","cmofmcsgt00jlkw04fwjiru7g","cmofiq7sp03y5l2042zyi6fpk","2025-11-26 00:00:00","TGH1","Padi",,"518475",,-7.1416357,110.1967061,"t","2026-04-26 10:22:07.137","2026-04-26 10:22:07.137",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsh300jrkw043x2sbijt","cmofmcsh000jpkw04ncdfr4du","cmofm5fx3000djv04tgcvjunl","2025-11-26 00:00:00","TGH1","Padi",,"951580",,-7.0225227,110.5317586,"t","2026-04-26 10:22:07.144","2026-04-26 10:22:07.144",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsh900jvkw04j7jgkykn","cmofmcsh600jtkw04gx9xdbjg","cmofipsdg01bll2042xn1iuby","2025-11-26 00:00:00","TGH1","Jagung",,"748625",,-7.1368488,110.200727,"t","2026-04-26 10:22:07.149","2026-04-26 10:22:07.149",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcshe00jzkw04mjgziwnw","cmofmcshb00jxkw04i9i0kjuy","cmofipuv701q0l204e5lzxv3q","2025-11-26 00:00:00","TGH2","Padi",,"674625",,-7.6788437,110.5911363,"t","2026-04-26 10:22:07.154","2026-04-26 10:22:07.154",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcshl00k3kw04tb2arw22","cmofmcshh00k1kw04mu9f416w","cmofipume01mul204h5q1fiyb","2025-11-26 00:00:00","TGH3","Padi",,"396528",,-7.1651636,110.2013985,"t","2026-04-26 10:22:07.162","2026-04-26 10:22:07.162",,"cmmu5baag0002jp04tu1z121e",
"cmofmcshr00k7kw040z3oditg","cmofmcsho00k5kw04bi643gz1","cmofm5fx8000ejv046wtfzc8f","2025-11-26 00:00:00","TGH1","Padi",,"685328",,-7.0218313,110.5338641,"t","2026-04-26 10:22:07.167","2026-04-26 10:22:07.167",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcshw00kbkw04xj2kzu23","cmofmcsht00k9kw04u1bypzwb","cmofiq4n403eal204kqo2m3bl","2025-11-26 00:00:00","TGH1","Padi",,"752930",,-7.026729,110.5328235,"t","2026-04-26 10:22:07.172","2026-04-26 10:22:07.172",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsi100kfkw0449p7ck3l","cmofmcshy00kdkw04susotp2e","cmofm5fxc000fjv04cblenckk","2025-11-26 00:00:00","TGH1","Padi",,"704074",,-7.02773,110.5325509,"t","2026-04-26 10:22:07.178","2026-04-26 10:22:07.178",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsi600kjkw04wp2ouad2","cmofmcsi400khkw04mj25k1d4","cmofm5fxg000gjv04w4kfxwpa","2025-11-26 00:00:00","TGH1","Padi",,"369782",,-7.02773,110.5325509,"t","2026-04-26 10:22:07.182","2026-04-26 10:22:07.182",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsib00knkw042ig5uhmc","cmofmcsi900klkw04zmamss8i","cmofipume01mul204h5q1fiyb","2025-11-26 00:00:00","TGH3","Padi",,"206417",,-7.164493,110.2041051,"t","2026-04-26 10:22:07.188","2026-04-26 10:22:07.188",,"cmmu5baag0002jp04tu1z121e",
"cmofmcsig00krkw04xnyxtnb8","cmofmcsie00kpkw045rugpn01","cmofipyy102fcl2043j84z1yn","2025-11-26 00:00:00","TGH3","Padi",,"688812",,-7.1625295,110.205222,"t","2026-04-26 10:22:07.192","2026-04-26 10:22:07.192",,"cmmu5baag0002jp04tu1z121e",
"cmofmcsil00kvkw04k4wwpt79","cmofmcsii00ktkw04kae8vamv","cmofipr130118l204bps4lmqk","2025-11-27 00:00:00","TGH3","Padi",,"579727",,-7.1613683,110.1974683,"t","2026-04-26 10:22:07.197","2026-04-26 10:22:07.197",,"cmmu5baag0002jp04tu1z121e",
"cmofmcsiq00kzkw04caub3yeg","cmofmcsio00kxkw04de9m940w","cmofm5fxk000hjv041nju5e09","2025-11-27 00:00:00","TGH1","Padi",,"987820",,-7.1377999,110.2095766,"t","2026-04-26 10:22:07.202","2026-04-26 10:22:07.202",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsru00l3kw040mqk24lo","cmofmcsrq00l1kw04h0fqx5ke","cmofipnsa00h2l2041inxmynh","2025-11-29 00:00:00","TGH3","Padi",,"881073",,-7.16576,110.2015933,"t","2026-04-26 10:22:07.53","2026-04-26 10:22:07.53",,"cmmu5baag0002jp04tu1z121e",
"cmofmcsrz00l7kw04x6rlftaw","cmofmcsrw00l5kw0445mgbgy4","cmofm596q0008li04q0aqeges","2025-11-29 00:00:00","TGH1","Padi",,"218962",,-7.140324,110.1959147,"t","2026-04-26 10:22:07.535","2026-04-26 10:22:07.535",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcss400lbkw04zdcex71j","cmofmcss200l9kw04bhte6jtz","cmofipv0o01rwl204it7d0boe","2025-12-02 00:00:00","TGH1","Padi",,"49270",,-7.1395983,110.1979041,"t","2026-04-26 10:22:07.54","2026-04-26 10:22:07.54",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcssk00lfkw045igg0zh8","cmofmcss700ldkw04b0v4isrw","cmofipuzh01rgl204rc58iet5","2025-12-02 00:00:00","TGH1","Padi",,"231701",,-7.1419494,110.198006,"t","2026-04-26 10:22:07.557","2026-04-26 10:22:07.557",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcssq00ljkw04zfoofiap","cmofmcssn00lhkw0422dllusg","cmofipv0o01rwl204it7d0boe","2025-12-02 00:00:00","TGH1","Padi",,"957361",,-7.1415233,110.1985797,"t","2026-04-26 10:22:07.563","2026-04-26 10:22:07.563",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcssv00lnkw04tfehs0xi","cmofmcsst00llkw04rfhpmlcj","cmofipv0o01rwl204it7d0boe","2025-12-02 00:00:00","TGH1","Padi",,"560431",,-7.1415294,110.1985824,"t","2026-04-26 10:22:07.568","2026-04-26 10:22:07.568",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcst100lrkw047o4ad8br","cmofmcssy00lpkw0487qz4z4q","cmofm5g6t000ijv04us9mpo4m","2025-11-29 00:00:00","TGH2","Padi",,"123050",,-7.6725363,110.5867477,"t","2026-04-26 10:22:07.573","2026-04-26 10:22:07.573",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcst700lvkw04pq8t27lu","cmofmcst400ltkw04i7qsnris","cmofiq11z02rpl204vfiyfgx2","2025-11-29 00:00:00","TGH3","Padi",,"24720",,-7.4152271,109.9244757,"t","2026-04-26 10:22:07.579","2026-04-26 10:22:07.579",,"cmmu5baag0002jp04tu1z121e",
"cmofmcstc00lzkw040rd5dd7q","cmofmcst900lxkw045gmnlovs","cmofm5g6y000jjv04yblqu7yl","2025-11-29 00:00:00","TGH4","Loncang",,"772855",,-7.4799246,110.1021033,"t","2026-04-26 10:22:07.584","2026-04-26 10:22:07.584",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmcsti00m3kw04btjg7em5","cmofmcstf00m1kw04e5mx5jvu","cmofipnsi00h5l204bpauzddw","2025-11-30 00:00:00","TGH4","Seledri",,"150351",,-7.4240825,110.0767912,"t","2026-04-26 10:22:07.59","2026-04-26 10:22:07.59",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmcstn00m7kw04hbtj32pa","cmofmcstk00m5kw049cwhj1xk","cmofipnsi00h5l204bpauzddw","2025-12-01 00:00:00","TGH4","Kentang",,"224612",,-7.4240825,110.0767912,"t","2026-04-26 10:22:07.595","2026-04-26 10:22:07.595",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmcsts00mbkw04524i9vf3","cmofmcstq00m9kw044bwdjik2","cmofm5g72000kjv04y0j1q32v","2025-11-27 00:00:00","TGH1","Bawang Merah",,"234389",,-7.046135,110.5991092,"t","2026-04-26 10:22:07.601","2026-04-26 10:22:07.601",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsty00mfkw04l341f1r2","cmofmcstv00mdkw04ar3c6h6q","cmofm5fx3000djv04tgcvjunl","2025-12-09 00:00:00","TGH1","Padi",,"954785",,-7.0217951,110.5338259,"t","2026-04-26 10:22:07.606","2026-04-26 10:22:07.606",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsu400mjkw04caf2d2pq","cmofmcsu100mhkw04oxc5iyyd","cmofiutq200gcl504l69dbu8j","2025-12-04 00:00:00","TGH3","Padi",,"119650",,-7.6927983,110.5863883,"t","2026-04-26 10:22:07.612","2026-04-26 10:22:07.612",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcsu900mnkw04l3xe9bic","cmofmcsu600mlkw04c3bztmsb","cmofipnsa00h2l2041inxmynh","2025-11-28 00:00:00","TGH3","Padi",,"368194",,-7.1656073,110.1985165,"t","2026-04-26 10:22:07.617","2026-04-26 10:22:07.617",,"cmmu5baag0002jp04tu1z121e",
"cmofmct3f00mrkw04z9enqpvu","cmofmct3c00mpkw045kwvycpf","cmofipnsa00h2l2041inxmynh","2025-11-28 00:00:00","TGH3","Padi",,"770529",,-7.1656073,110.1985165,"t","2026-04-26 10:22:07.947","2026-04-26 10:22:07.947",,"cmmu5baag0002jp04tu1z121e",
"cmofmct3k00mvkw0463y42365","cmofmct3i00mtkw04l7lljrv4","cmofipsia01d3l2047e4xmitp","2025-12-06 00:00:00","TGH1","Padi",,"925169",,-7.1378179,110.2030606,"t","2026-04-26 10:22:07.953","2026-04-26 10:22:07.953",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmct3q00mzkw042m0bitbt","cmofmct3n00mxkw04nhuisz6z","cmofipsia01d3l2047e4xmitp","2025-12-06 00:00:00","TGH1","Jagung",,"198085",,-7.1371165,110.202536,"t","2026-04-26 10:22:07.958","2026-04-26 10:22:07.958",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmct3v00n3kw04qzzhuf68","cmofmct3s00n1kw04ktw0yui6","cmofipwui022il204gf78gata","2025-12-06 00:00:00","TGH4","Cabai, Loncang",,"895483",,-7.4508743,110.0942824,"t","2026-04-26 10:22:07.963","2026-04-26 10:22:07.963",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmct4100n7kw04buio14d0","cmofmct3y00n5kw04o4zy9qy7","cmofipnm400exl204j2flf42b","2025-12-06 00:00:00","TGH3","Jagung",,"792838",,-7.1614983,110.1972067,"t","2026-04-26 10:22:07.969","2026-04-26 10:22:07.969",,"cmmu5baag0002jp04tu1z121e",
"cmofmct4600nbkw04sef832n0","cmofmct4300n9kw04oe1xbexv","cmofipvlk01tcl204oouagqc8","2025-12-06 00:00:00","TGH2","Padi",,"208166",,-7.6486015,110.770403,"t","2026-04-26 10:22:07.975","2026-04-26 10:22:07.975",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmct4c00nfkw043lrbl2z3","cmofmct4900ndkw04qsnkr5mc","cmofm5ggm000ljv043182i8rp","2025-12-03 00:00:00","TGH1","Padi",,"56460",,-7.1383058,110.2041346,"t","2026-04-26 10:22:07.981","2026-04-26 10:22:07.981",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmct4h00njkw04zvsey4zs","cmofmct4f00nhkw04o6yi5qk4","cmofipvnd01u0l204ejk87cv0","2025-11-28 00:00:00","TGH3","Bawang daun",,"141422",,-7.3862718,109.9940477,"t","2026-04-26 10:22:07.986","2026-04-26 10:22:07.986",,"cmmu5baag0002jp04tu1z121e",
"cmofmct4n00nnkw04yeu3uvg0","cmofmct4k00nlkw047ldwr7iv","cmofipp7d00rfl204j9kg0fgo","2025-12-04 00:00:00","TGH3","Padi",,"282094",,-7.6927412,110.5863925,"t","2026-04-26 10:22:07.991","2026-04-26 10:22:07.991",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmct4s00nrkw048fndijjy","cmofmct4q00npkw04pof1cel2","cmofipvn601txl204g0xz9isj","2025-12-03 00:00:00","TGH1","Padi",,"412829",,-7.1458261,110.1932844,"t","2026-04-26 10:22:07.996","2026-04-26 10:22:07.996",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmct4x00nvkw04zlx1b9nd","cmofmct4v00ntkw04jiso5zmd","cmofiprk40184l204kajuayjg","2025-12-04 00:00:00","TGH3","Padi",,"851432",,-7.6832783,110.5818214,"t","2026-04-26 10:22:08.002","2026-04-26 10:22:08.002",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmct5300nzkw04vrw6t7ip","cmofmct5000nxkw04hsesfb2o","cmofipq2e00vkl204kfmlvl2k","2025-12-10 00:00:00","TGH1","Padi",,"47633",,-6.970863,110.608026,"t","2026-04-26 10:22:08.008","2026-04-26 10:22:08.008",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmct5900o3kw04ewhi31il","cmofmct5600o1kw04z5kotuaq","cmofm5ggs000mjv04w24u7f74","2025-12-10 00:00:00","TGH2","Padi",,"682080",,-7.6466533,110.77102,"t","2026-04-26 10:22:08.014","2026-04-26 10:22:08.014",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmct5e00o7kw04rlmqygoc","cmofmct5c00o5kw0417d3zs28","cmofipvt901w0l2041yn1rxmf","2025-12-10 00:00:00","TGH1","Padi",,"677416",,-7.0175557,110.6443445,"t","2026-04-26 10:22:08.019","2026-04-26 10:22:08.019",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmct5j00obkw04fvnfqekq","cmofmct5h00o9kw04tc8ojsq0","cmofm5ggv000njv04visl0kqs","2025-12-10 00:00:00","TGH3","Jagung",,"354854",,-7.1464885,110.1935221,"t","2026-04-26 10:22:08.023","2026-04-26 10:22:08.023",,"cmmu5baag0002jp04tu1z121e",
"cmofmct5o00ofkw046q1jtcxn","cmofmct5l00odkw049f6otxog","cmofipvud01wbl2047ixcjo5w","2025-12-11 00:00:00","TGH1","Padi",,"30075",,-7.0433334,110.5905377,"t","2026-04-26 10:22:08.028","2026-04-26 10:22:08.028",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmct5t00ojkw04rn0vs04b","cmofmct5q00ohkw041c0phg33","cmofm5ggz000ojv04z60off90","2025-12-11 00:00:00","TGH3","Padi",,"94642",,-7.136799,110.2002544,"t","2026-04-26 10:22:08.033","2026-04-26 10:22:08.033",,"cmmu5baag0002jp04tu1z121e",
"cmofmct5y00onkw04aojw8dn0","cmofmct5v00olkw04rw87axvd","cmofipvl801t7l204pyco168g","2025-12-11 00:00:00","TGH3","Cabai",,"259850",,-7.4443919,110.0604132,"t","2026-04-26 10:22:08.039","2026-04-26 10:22:08.039",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmctf800orkw04sp0q6cor","cmofmctf500opkw04ua22p1yq","cmofipvv001wkl204gxzy85fo","2025-12-11 00:00:00","TGH1","Padi",,"297040",,-7.0402005,110.5954149,"t","2026-04-26 10:22:08.372","2026-04-26 10:22:08.372",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmctfe00ovkw04g2oelx02","cmofmctfb00otkw04oj3fz6g7","cmofm5gpy000pjv04ujup7vkd","2025-12-11 00:00:00","TGH3","Padi",,"131903",,-7.1367983,110.200255,"t","2026-04-26 10:22:08.378","2026-04-26 10:22:08.378",,"cmmu5baag0002jp04tu1z121e",
"cmofmctfj00ozkw042nfeimqd","cmofmctfh00oxkw04434hnjby","cmofipvvm01wsl204rqsybsby","2025-12-11 00:00:00","TGH2","Padi",,"415561",,-7.6602043,110.7805819,"t","2026-04-26 10:22:08.384","2026-04-26 10:22:08.384",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmctfp00p3kw04c8ekgylg","cmofmctfn00p1kw04gituju85","cmofipwmf0203l2047rs0d8w1","2025-12-11 00:00:00","TGH4","Kubis",,"840978",,-7.4338162,110.0714333,"t","2026-04-26 10:22:08.39","2026-04-26 10:22:08.39",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmctfu00p7kw0445akljyp","cmofmctfs00p5kw04vh098dty","cmofipwmf0203l2047rs0d8w1","2025-12-11 00:00:00","TGH3","Lubis",,"701174",,-7.4289893,110.0687943,"t","2026-04-26 10:22:08.395","2026-04-26 10:22:08.395",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmctg000pbkw04r31r87dj","cmofmctfx00p9kw04nvz3hzc4","cmofm5gq6000qjv04zlfpvyfd","2025-12-16 00:00:00","TGH2","Tebu",,"388242",,-6.8039633,111.2044483,"t","2026-04-26 10:22:08.4","2026-04-26 10:22:08.4",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmctg500pfkw04bjavbrxx","cmofmctg200pdkw047wdt5djm","cmofm5gq9000rjv04xpmptbci","2025-12-16 00:00:00","TGH4","Padi",,"127345",,-7.467196,110.134117,"t","2026-04-26 10:22:08.406","2026-04-26 10:22:08.406",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmctgb00pjkw04vomloxo4","cmofmctg900phkw04j4zalri9","cmofipvz401y0l204dj51oymk","2025-12-13 00:00:00","TGH2","Padi",,"601974",,-7.64777,110.7785583,"t","2026-04-26 10:22:08.412","2026-04-26 10:22:08.412",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmctgi00pnkw04aws7ux6p","cmofmctge00plkw04ir0aomq4","cmofipvxu01xhl204mygelgdu","2025-12-13 00:00:00","TGH2","Padi",,"223332",,-7.64777,110.7785583,"t","2026-04-26 10:22:08.418","2026-04-26 10:22:08.418",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmctgo00prkw04ziadbbeu","cmofmctgl00ppkw04bt2mz7mq","cmofipvnl01u3l20459krbyz4","2025-12-13 00:00:00","TGH2","Padi",,"513195",,-7.6445928,110.7802284,"t","2026-04-26 10:22:08.425","2026-04-26 10:22:08.425",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmctgv00pvkw04cavfochu","cmofmctgs00ptkw04npxy9mmw","cmofipvzb01y3l204uzjsgse6","2025-12-13 00:00:00","TGH2","Padi",,"811649",,-7.6448004,110.7783916,"t","2026-04-26 10:22:08.431","2026-04-26 10:22:08.431",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcth200pzkw049hulprsf","cmofmctgy00pxkw04esp4bcuv","cmofipw0701yel204stvn7w1x","2025-12-14 00:00:00","TGH1","Padi",,"719436",,-7.0353909,110.5979929,"t","2026-04-26 10:22:08.438","2026-04-26 10:22:08.438",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcthc00q3kw04c4p0iiqt","cmofmcth500q1kw04wb9co2z6","cmofipvud01wbl2047ixcjo5w","2025-12-14 00:00:00","TGH1","Padi",,"926555",,-7.0365865,110.5972268,"t","2026-04-26 10:22:08.448","2026-04-26 10:22:08.448",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcthh00q7kw044ujvgrxw","cmofmcthf00q5kw04lftv7m6r","cmofipwto022cl20486zg29s2","2025-12-15 00:00:00","TGH2","Padi",,"159771",,-7.6542533,110.7746267,"t","2026-04-26 10:22:08.454","2026-04-26 10:22:08.454",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmctho00qbkw04173xkzp1","cmofmcthl00q9kw0466dpqwi9","cmofipwri021ul204z1ipujrk","2025-12-15 00:00:00","TGH1","Padi",,"555278",,-7.0177886,110.5255776,"t","2026-04-26 10:22:08.46","2026-04-26 10:22:08.46",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcthu00qfkw04kc0mwb24","cmofmcthr00qdkw04xk86znw9","cmofipw1a01ysl204amvhze7u","2025-12-15 00:00:00","TGH1","Padi",,"173824",,-7.0177886,110.5255776,"t","2026-04-26 10:22:08.466","2026-04-26 10:22:08.466",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcti000qjkw04xed69qy4","cmofmcthx00qhkw04z5208138","cmofipwmo0206l204rurpu2cg","2025-12-13 00:00:00","TGH1","Padi",,"502813",,-7.079318,110.5139412,"t","2026-04-26 10:22:08.473","2026-04-26 10:22:08.473",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcti800qnkw04e7h8oudj","cmofmcti300qlkw04kz7f47qh","cmofm5gqg000sjv040kgwt8ip","2025-12-01 00:00:00","TGH3","Padi",,"629097",,-7.16118,110.1978267,"t","2026-04-26 10:22:08.48","2026-04-26 10:22:08.48",,"cmmu5baag0002jp04tu1z121e",
"cmofmctz500qrkw04aksxi0y5","cmofmctyq00qpkw04qxomzwmw","cmofm5h6l000tjv04sfg78lcl","2025-12-01 00:00:00","TGH1","Jagung",,"252079",,-7.1333543,110.1668766,"t","2026-04-26 10:22:09.09","2026-04-26 10:22:09.09",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmctzd00qvkw04bkl5hn3o","cmofmctz900qtkw045y05qvsx","cmofm5h6p000ujv0452to6mo6","2025-12-01 00:00:00","TGH1","Padi",,"268232",,-7.1375905,110.1921452,"t","2026-04-26 10:22:09.097","2026-04-26 10:22:09.097",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmctzj00qzkw04h92clmuu","cmofmctzg00qxkw04axal1mdq","cmofipwln01zxl204t7n8tl0s","2025-12-03 00:00:00","TGH1","Padi",,"665053",,-7.1346642,110.1955044,"t","2026-04-26 10:22:09.104","2026-04-26 10:22:09.104",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmctzp00r3kw04bz0wmffk","cmofmctzm00r1kw04aevzki8s","cmofipwlz0200l204wlzwgs72","2025-12-05 00:00:00","TGH2","Padi",,"984209",,-7.647927,110.7691092,"t","2026-04-26 10:22:09.109","2026-04-26 10:22:09.109",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmctzu00r7kw04tkqhiw9q","cmofmctzs00r5kw04iau7dw2n","cmofipnm400exl204j2flf42b","2025-12-06 00:00:00","TGH3","Jagung",,"298231",,-7.1618629,110.1976551,"t","2026-04-26 10:22:09.114","2026-04-26 10:22:09.114",,"cmmu5baag0002jp04tu1z121e",
"cmofmcu0000rbkw04u110jhh0","cmofmctzx00r9kw044jgbulan","cmofiq4sc03g4l204b1iw9lyp","2025-12-08 00:00:00","TGH1","Tebu",,"918886",,-7.0088636,110.3474602,"t","2026-04-26 10:22:09.12","2026-04-26 10:22:09.12",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcu0500rfkw04d4zrs2wi","cmofmcu0300rdkw04t39t4e3m","cmofm5h6u000vjv04xdzbmo74","2025-12-08 00:00:00","TGH1","Tebu",,"779558",,-7.0088654,110.3474593,"t","2026-04-26 10:22:09.126","2026-04-26 10:22:09.126",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcu0b00rjkw044ig1a9lp","cmofmcu0800rhkw04yonqsouq","cmofm5h6x000wjv04x2cn516l","2025-12-08 00:00:00","TGH1","Tebu",,"914421",,-7.0088603,110.3474445,"t","2026-04-26 10:22:09.132","2026-04-26 10:22:09.132",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcu0h00rnkw04pigpm8wz","cmofmcu0e00rlkw04eh7vnxtu","cmofipnsq00h8l204h8gv6dpu","2025-12-08 00:00:00","TGH4","Loncang",,"531603",,-7.4216219,110.072701,"t","2026-04-26 10:22:09.137","2026-04-26 10:22:09.137",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmcu0m00rrkw04lo7017py","cmofmcu0j00rpkw04il3u5wn1","cmofipthw01gxl204ci0kqugq","2025-12-09 00:00:00","TGH3","Padi",,"711446",,-7.1673045,110.2026171,"t","2026-04-26 10:22:09.142","2026-04-26 10:22:09.142",,"cmmu5baag0002jp04tu1z121e",
"cmofmcu0r00rvkw04h8qishuf","cmofmcu0o00rtkw04ot803hfk","cmofm5h71000xjv04s6a9tu3b","2025-12-11 00:00:00","TGH1","Tebu",,"750608",,-6.701303,111.3418971,"t","2026-04-26 10:22:09.148","2026-04-26 10:22:09.148",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcu0x00rzkw049ed3u2wh","cmofmcu0u00rxkw04xyrwhuhh","cmofipvru01vil2049m32fwhj","2025-12-12 00:00:00","TGH3","Padi",,"129981",,-7.1383445,110.1974039,"t","2026-04-26 10:22:09.153","2026-04-26 10:22:09.153",,"cmmu5baag0002jp04tu1z121e",
"cmofmcu1200s3kw04tbrn7jau","cmofmcu0z00s1kw043aih9rb4","cmofipvu501w8l2047mdw317l","2025-12-12 00:00:00","TGH2","Padi",,"123630",,-7.6548179,110.772678,"t","2026-04-26 10:22:09.158","2026-04-26 10:22:09.158",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcu1700s7kw047b303ykd","cmofmcu1400s5kw04twf3v27o","cmofipqf100zll2040175ljqu","2025-12-12 00:00:00","TGH3","Padi",,"165926",,-7.137875,110.2085967,"t","2026-04-26 10:22:09.163","2026-04-26 10:22:09.163",,"cmmu5baag0002jp04tu1z121e",
