"id","accurateId","name","code","address","latitude","longitude","phone","notes","createdAt","updatedAt"
"cmny5d6tt00f0if046iu4w54l","C.01573","Curug Tani Patean Kendal","C.01573","W463+GVM Curugsewu, Kabupaten Kendal, Jawa Tengah",,,"085866826713",,"2026-04-14 04:54:27.281","2026-04-27 04:05:33.595"
"cmny5d6tx00f1if043zbyyxqp","C.02480","Dadi Mekar Kretek Bantul","C.02480","Jl. Kretek-Samas Palangjiwan, Palang Jiwan, Donotirto, Kec. Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55772, Indonesia",-7.9902396,110.3082902,"085100102903",,"2026-04-14 04:54:27.285","2026-04-27 04:05:33.599"
"cmny5d6u000f2if04rrirgvio","C.01799","Dadi Subur Karanganyar Kebumen","C.01799","9H99+JR5, Jl. Revolusi, Jingklak, Karanganyar, Kec. Karanganyar, Kabupaten Kebumen, Jawa Tengah 54364",-7.630991,109.5696095,"081391314444",,"2026-04-14 04:54:27.289","2026-04-27 04:05:33.603"
"cmny5d6u400f3if04xhru9wpe","C.02444","Dadi Tani Klaten","C.02444","6GPF+XM3 Cucukan, Kabupaten Klaten, Jawa Tengah",-7.7625344,110.5241482,"082133273387",,"2026-04-14 04:54:27.292","2026-04-27 04:05:33.606"
"cmny5d6u700f4if043ra1giz2","C.01360","Dafika Tani Makmur Pakem Sleman","C.01360","89HR+74F, Unnamed Road, Sembung, Purwobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",-7.671515465,110.390302999,"087879142048",,"2026-04-14 04:54:27.295","2026-04-27 04:05:33.61"
"cmny5d6ub00f5if041u7h6mdo","T/020","Damai Intani Kacangan","T/020","Kacangan RT.002 RW.001  Kel Kacangan Kec  Andong",-7.3726166,110.7667361,"085229222991",,"2026-04-14 04:54:27.299","2026-04-27 04:05:33.614"
"cmny5d6ue00f6if04hz1m8jix","C.00059","Danang Dwijonarko","C.00059","
Klaten Jawa Tengah
Indonesia",-7.0087042,110.3447949,,,"2026-04-14 04:54:27.303","2026-04-27 04:05:33.618"
"cmny5d6uh00f7if04md95epnv","C.02015","Darma Tani Ajibarang Banyumas","C.02015","H2HV+65H, Pegawulan Tengah, Darmakradenan, Kec. Ajibarang, Kabupaten Banyumas, Jawa Tengah",-7.421926,109.0429733,"082219252613",,"2026-04-14 04:54:27.306","2026-04-27 04:05:33.622"
"cmny5d6uk00f8if04b9x7i9ho","C.00453","Daroni Gunung Pati","C.00453","KP Muntal RT/RW 002/004 Kel. Mangunsari Kec. Gunung Pati",-7.0778952,110.3874138,"+6281215184648",,"2026-04-14 04:54:27.309","2026-04-27 04:05:33.625"
"cmny5d6uo00f9if04z4b3ng3d","C.00623","Daroni Tani Gunungpati","C.00623","W9CP+WW9, Mangunsari, Gunung Pati",-7.4125316,109.3570172,"081215184648",,"2026-04-14 04:54:27.313","2026-04-27 04:05:33.629"
"cmny5d6ur00faif04pzt541rp","C.02004","Dasan Tumbu - Suralaga","C.02004","9GRQ+RF2 Mekar Jaya, East Lombok Regency, West Nusa Tenggara",-8.608,116.5386389,"08385534102",,"2026-04-14 04:54:27.316","2026-04-27 04:05:33.633"
"cmny5d6uv00fbif045b6xw59z","C.01097","Davamart Pucakwangi","C.01097","RT.01/RW.01, Ngobongan, Tanjungsekar, Pucakwangi",-6.831237241,111.157661157,"+62 889-7677-9165",,"2026-04-14 04:54:27.319","2026-04-27 04:05:33.637"
"cmny5d6uy00fcif04xo655uiu","C.01010","Davamart Todanan","C.01010","Bulumanis, Dalangan, Kec. Todanan",-6.935379144,111.182031084,"+62 889-7677-9165",,"2026-04-14 04:54:27.322","2026-04-27 04:05:33.641"
"cmny5d6v100fdif04ivl7r40y","C.01481","Dedetani2 Bantarbolang Pemalang","C.01481","W98R+9JP Wanarata, Kabupaten Pemalang, Jawa Tengah",-7.0840946,109.3916729,"+62 857-1320-2217",,"2026-04-14 04:54:27.326","2026-04-27 04:05:33.645"
"cmny5d6v400feif04e3jah65j","C.00710","Deka Agro Tani Purworejo","C.00710","Jetak, Kroyo Lor, Kec. Kemiri, Kabupaten Purworejo, Jawa Tengah 54262",-7.68187,109.87591,"+62 821-3775-4504",,"2026-04-14 04:54:27.329","2026-04-27 04:05:33.649"
"cmny5d6v800ffif043cthtuu3","NT/173","Delima Tani","NT/173","Dukuh Ramtam 010/003, Rengaspendawa, Larangan",-6.9570075,109.0007655,"081902696585",,"2026-04-14 04:54:27.332","2026-04-27 04:05:33.653"
"cmny5d6vb00fgif042c6iqmy4","C.00017","Depot Tani","C.00017","Lingkar Srandakan, Dsn. Bendo Trimurti, Kec. Srandakan",-7.938365,110.246262,"087739127575",,"2026-04-14 04:54:27.335","2026-04-27 04:05:33.656"
"cmny5d6ve00fhif04a4ojn019","C.02576","Derik Tani Banjarnegara","C.02576","GC3P+P68 Derik, Banjarnegara, Central Java, Indonesia",-7.495717,109.43558,"082326622536",,"2026-04-14 04:54:27.339","2026-04-27 04:05:33.66"
"cmny5d6vh00fiif04fm1iy3sc","C.00930","Deska - Lunyuk","C.00930","Jl. Sukadamai, Pada Suka, Kec. Lunyuk, Kabupaten Sumbawa, Nusa Tenggara Bar. 84373",-8.9875,117.1884444,"082226249744",,"2026-04-14 04:54:27.342","2026-04-27 04:05:33.664"
"cmny5d6vl00fjif040gmudwyz","C.00518","Devina Tani Mukti Banjarnegara","C.00518","Panggang, Gumiwang, Purwanegara",-7.4171851,109.5927082,"+62 813-2747-2900",,"2026-04-14 04:54:27.345","2026-04-27 04:05:33.668"
"cmny5d6vo00fkif04szl64d7p","C.02358","Devita - Batukliang Utara","C.02358","C895+84C Lantan, Kabupaten Lombok Tengah, Nusa Tenggara Bar.",-8.581688,116.3051881,"085978010652",,"2026-04-14 04:54:27.348","2026-04-27 04:05:33.672"
"cmny5d6vr00flif04in1q5mac","C.02174","Dewa Shop Gandrungmangu Cilacap","C.02174","Desa karanganyar, RT.,007, rw003, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.4876226,108.8585738,"085640810962",,"2026-04-14 04:54:27.351","2026-04-27 04:05:33.676"
"cmny5d6vv00fmif04u9kphhx4","C.01887","Dewi Mulyo Wonosari Klaten","C.01887","Tegal Mojo, Kingkang, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473",-7.6422561,110.7652389,"081225455906",,"2026-04-14 04:54:27.355","2026-04-27 04:05:33.679"
"cmny5d6vy00fnif04zlhw5a0a","C.01940","Dewi Sri Agro Kesugihan Cilacap","C.01940","Jl. Gerilya No.68, Tegalsari, Kuripan Kidul, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah 53274",-7.653369,109.0731769,"+62 852-2535-9966",,"2026-04-14 04:54:27.359","2026-04-27 04:05:33.683"
"cmny5d6w100foif04mvwdu0us","C.00290","Dewi Sri Lambeyan Magetan","C.00290","Pandean, Pupus, Kec. Lembeyan,",-7.7512803,111.4086356,"+62 812-3184-5209",,"2026-04-14 04:54:27.362","2026-04-27 04:05:33.686"
"cmny5d6w500fpif0425ig1gcd","C.02028","Dharma Jaya Cawas Klaten","C.02028","6M3V+2R, Sawah, Karangasem, Kec. Cawas, Kabupaten Klaten, Jawa Tengah",-7.797393,110.694506,"085877862588",,"2026-04-14 04:54:27.365","2026-04-27 04:05:33.69"
"cmny5d6w800fqif04ompzv4u5","C.01129","Dhian Tani Delanggu Klaten","C.01129","Raya Delanggu Utara No.244, Rejosari, Sabrang, Kec. Delanggu",-7.6229395,110.6975384,"+62 821-3462-3380",,"2026-04-14 04:54:27.369","2026-04-27 04:05:33.694"
"cmny5d6wc00frif04z1lrgky8","C.02452","Dian Putra Ngemplak Boyolali","C.02452","FPVV+9R3, Jl. Esemka, Jatisari, Sobokerto, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57378, Indonesia",-7.5065008,110.7445977,"085742239935",,"2026-04-14 04:54:27.372","2026-04-27 04:05:33.697"
"cmny5d6wg00fsif040yu2p9o0","C.00464","Dian Putra Tani","C.00464","Sodong RT/RW 006/002 Ds. Purwosari, Kec. Mijen",-7.0789378,110.327899,"089614045366",,"2026-04-14 04:54:27.376","2026-04-27 04:05:33.701"
"cmny5d6wj00ftif04vjq6v6me","C.00912","Dian Tani","C.00912","Jl. Tambakroto, Sawah Dan Kebun, Tambakroto, Kec. Kajen",-7.062866209,109.541063798,"085876246206",,"2026-04-14 04:54:27.379","2026-04-27 04:05:33.705"
"cmny5d6wm00fuif04y4hnkiy5","C.02450","Dian Tani Purworejo","C.02450","5XGW+JP9, Purworejo-Congot, Dusun II, Purwodadi, Kec. Purwodadi, Kabupaten Purworejo, Jawa Tengah 54173",-7.8234556,109.996844,"085643618870",,"2026-04-14 04:54:27.383","2026-04-27 04:05:33.708"
"cmny5d6wq00fvif04raeb9pmt","C.01462","Dian Tani Sumowono Semarang","C.01462","Q8GC+RHV Sumowono, Kabupaten Semarang, Jawa Tengah",-7.222947,110.3211839,"085866866699",,"2026-04-14 04:54:27.386","2026-04-27 04:05:33.712"
"cmny5d6ww00fxif04c4ujfctf","C.00592","Diyono / Agriaku","C.00592","JGPV+J5R, Tempel, Barukan, Kec. Tengaran,",-7.363153404,110.542912052,"081392439787",,"2026-04-14 04:54:27.393","2026-04-27 04:05:33.719"
"cmny5d6x000fyif04w6olzwlj","C.00225","Djava Tani Pemalang","C.00225","Ray Moga-Pulosari, selatan pasar, Moga, Banyumudal, Moga",-7.1247752,109.2464188,"085842749426",,"2026-04-14 04:54:27.396","2026-04-27 04:05:33.723"
"cmny5d6x600g0if04pqqfd9vr","NT/129","Dody","NT/129","Semarang",-7.0087042,110.3447949,,,"2026-04-14 04:54:27.403","2026-04-27 04:05:33.73"
"cmny5d6xa00g1if04oazy9b7t","C.01987","Dokter Tani Playen Gunungkidul","C.01987","Sumber Rejo, Ngawu, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta",-7.943001,110.5501555,"088983869813",,"2026-04-14 04:54:27.406","2026-04-27 04:05:33.733"
"cmny5d6xd00g2if04rwuuxba9","C.00938","Doro Tani Pekalongan","C.00938","Komplek pasar Doro kios hadap Timur",-7.029086,109.689168,"085803556001",,"2026-04-14 04:54:27.409","2026-04-27 04:05:33.737"
"cmny5d6xg00g3if0457xzmryn","C.00656","Dua Putra / Agriaku","C.00656","MFJ4+P5G, Sraten Enam, Sraten, Kecamatan Tuntang",-7.31796918,110.455461578,,,"2026-04-14 04:54:27.413","2026-04-27 04:05:33.74"
"cmny5d6xk00g4if04ybf5iwnn","C.00013","Dua Putra Tani","C.00013","Jl.Plupuh Rt 006 / Rw 000 Kel. Plupuh Kec. Plupuh",-7.4391773,110.8843526,"081393489784",,"2026-04-14 04:54:27.416","2026-04-27 04:05:33.744"
"cmny5d6xn00g5if04s7dcu2hl","C.00748","Dua Putra Tani Kendal","C.00748","Ciplukan Wetan, Sidokumpul, Patean",-7.043443094,110.121799257,"+62 838-3871-5046",,"2026-04-14 04:54:27.42","2026-04-27 04:05:33.748"
"cmny5d6xq00g6if04un5m2lfs","C.00746","Dua Putra Tani Kendal","C.00746","Ciplukan Wetan, Sidokumpul, Kec. Patean",,,"+62 838-3871-5046",,"2026-04-14 04:54:27.423","2026-04-27 04:05:33.751"
"cmny5d6xu00g7if04a4vszq4j","C.02125","Dua Putra Tuntang Semarang","C.02125","MFJ4+R52 Sraten, Kabupaten Semarang, Jawa Tengah",-7.317985,110.455403,"082241390127",,"2026-04-14 04:54:27.427","2026-04-27 04:05:33.755"
"cmny5d6xx00g8if04m71jwcl1","C.01686","Dua Putri Gringsing Batang","C.01686","3297+GFG, Dukuh Bendosari, RT.3/RW.2, Bendosari, Sidorejo, Kec. Gringsing, Kabupaten Batang, Jawa Tengah 51281",-6.9308561,110.0112232,"083115350261",,"2026-04-14 04:54:27.43","2026-04-27 04:05:33.758"
"cmny5d6y100g9if04aag31bck","C.01188","Dua Putri Juwana Pati","C.01188","75QF+284 Trimulyo, Kabupaten Pati, Jawa Tengah",-6.712166768,111.173310562,"+62 813-9200-1371",,"2026-04-14 04:54:27.434","2026-04-27 04:05:33.762"
"cmny5d6y500gaif04iij6fblv","C.01505","Dulur Tani Purworejo","C.01505","Seborokrapyak",-7.7668211,109.9417712,"+62 852-2895-6555",,"2026-04-14 04:54:27.437","2026-04-27 04:05:33.766"
"cmny5d6y800gbif04pyfmn3pn","C.01806","Duta Mas - Insana","C.01806","HM3G+7WW Ainiut, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim.",-9.4467525,124.6747541,"082144931277",,"2026-04-14 04:54:27.441","2026-04-27 04:05:33.77"
"cmny5d6yc00gcif04s4ip8r4k","C.01203","Duta Tani Blitar","C.01203","V4GW+773, Pangru, Bendowulung, Kec. Sanankulon",-8.1243734,112.1430931,"+62 812-3442-1099",,"2026-04-14 04:54:27.444","2026-04-27 04:05:33.774"
"cmny5d6yg00gdif04rr05ihlx","C.00243","Dwi Lestari Temanggung","C.00243","Gatot Soebroto, Tegaltemu, Manding, Kec. Temanggung",-7.3160844,110.162513,"+62 821-3554-1130",,"2026-04-14 04:54:27.449","2026-04-27 04:05:33.778"
"cmny5d6yk00geif046fa36iri","C.02446","Dwi Makmur Purbalingga","C.02446","M8GW+W89 Karang Nangka, Purbalingga Regency, Central Java",-7.3227006,109.3432997,"0857436045754",,"2026-04-14 04:54:27.453","2026-04-27 04:05:33.782"
"cmny5d6yo00gfif04errfcx7f","C.00018","Dzakir","C.00018","
Semarang Jawa Tengah
Indonesia",-7.0087042,110.3447949,,,"2026-04-14 04:54:27.457","2026-04-27 04:05:33.785"
"cmny5d6ys00ggif0489p3a70a","C.02077","Edhi Tani Karanggayam Kebumen","C.02077","FJ47+W9C, Jalan Raya, RT.2/RW.2, Kutasari Dua, Gunungsari, Karanggayam, Kebumen Regency, Central Java 54365",-7.542679,109.6133898,"081393055380",,"2026-04-14 04:54:27.46","2026-04-27 04:05:33.789"
"cmny5d6yw00ghif04i27t6cbg","NT/161","Edi","NT/161","Kendal",-7.0087042,110.3447949,,,"2026-04-14 04:54:27.465","2026-04-27 04:05:33.793"
"cmny5d6z000giif04bov6dyys","C.00835","Egamo Tani Tembalang","C.00835","Dk.Sambung, RT.01/RW.01, Rowosari, Kec. Tembalang",-7.065338285,110.499159989,"089668078401",,"2026-04-14 04:54:27.468","2026-04-27 04:05:33.796"
"cmny5d6z400gjif04vffaotjd","C.02128","Eka Tani Gandrungmangu Cilacap","C.02128","FRCM+F2P, Purwodadi, Cisumur, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.528797,108.8326986,"088216123867",,"2026-04-14 04:54:27.472","2026-04-27 04:05:33.8"
"cmny5d6z700gkif04onsdormi","NT/024","Eka Tani Limbangan","NT/024","JL. Salakan RT. 02 RW.05 Limbangan",-7.148663,110.285676,"081325312823",,"2026-04-14 04:54:27.476","2026-04-27 04:05:33.803"
"cmny5d6zb00glif04fhxgputk","NT/157","Eko Budi Kurniawan","NT/157","Griya Yasa F.2 RT/RW 003/009 Ds. Gentan Kec. Baki",-7.581824,110.787387,,,"2026-04-14 04:54:27.479","2026-04-27 04:05:33.807"
"cmny5d6zf00gmif04kmed2jy3","NT/139","Eko PSTC","NT/139","
Semarang Jawa Tengah
Indonesia",-7.0087042,110.3447949,,,"2026-04-14 04:54:27.483","2026-04-27 04:05:33.811"
"cmny5d6zi00gnif042rug0sfy","C.00998","Eko Tani Boyolali","C.00998","Baturan, Ngoro oro, Banyudono",-7.553016399,110.682319555,"+62 812-3660-1780",,"2026-04-14 04:54:27.487","2026-04-27 04:05:33.814"
"cmny5d6zm00goif04ijck9dx0","C.02398","Eko Tani Ngemplak","C.02398","Celengan, Giriroto, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",-7.4955167,110.7967935,"085728731685",,"2026-04-14 04:54:27.49","2026-04-27 04:05:33.849"
"cmny5d6zq00gpif04vppd5xmv","C.00825","El Badru","C.00825","5JMF+C2P, Jalan Raya Wedung - Demak, Ruwit, Wedung, Ruwit, Kec. Wedung, Kabupaten Demak, Jawa Tengah 59554",-6.816163498,110.622570655,"085290325852",,"2026-04-14 04:54:27.494","2026-04-27 04:05:33.868"
"cmny5d6zt00gqif04f4qyih8m","C.01162","Elis Tani Kledung Temanggung","C.01162","M3R7+CJM Paponan, Kabupaten Temanggung, Jawa Tengah",-7.308677262,110.063984884,"+62 831-9270-5774",,"2026-04-14 04:54:27.497","2026-04-27 04:05:33.872"
"cmny5d6zw00grif04s5lfmuf6","C.01555","Elkatani Bancak Semarang","C.01555","PHCW+H5F, Jl. Gatot Subroto, Ngaglik, Rejosari, Kec. Bancak, Kabupaten Semarang, Jawa Tengah 50125",-7.2785581,110.5952845,"+62 857-2688-1364",,"2026-04-14 04:54:27.501","2026-04-27 04:05:33.877"
"cmny5d70000gsif045e15axsd","C.01734","Emanuel Ponu - Biboki Anleu","C.01734","VMCR+5VQ Ponu, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim.",-9.1296617,124.6922616,"081236096428",,"2026-04-14 04:54:27.504","2026-04-27 04:05:33.881"
"cmny5d70300gtif046j0fht7i","C.01839","Enggal Barokah Ngemplak Boyolali","C.01839","gelaran, Jl. Esemka, RT.03/RW.03, Glaran, Sobokerto, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",-7.494628,110.734403,"085646114981",,"2026-04-14 04:54:27.507","2026-04-27 04:05:33.885"
"cmny5d70600guif04ngluilqv","C.00506","Enggal Jaya Boja","C.00506","Limbangan, Sidawung, Kaligading, Kec. Boja",-7.136165332637614,110.2860277945221,"+62 813-7835-6948",,"2026-04-14 04:54:27.51","2026-04-27 04:05:33.889"
"cmny5d70900gvif046qs8y9h7","NT/147","Enggal Jaya Makmur","NT/147","Jl Kabupaten Krandon, Kesesi",-7.0000753,109.535441,"082120088988",,"2026-04-14 04:54:27.514","2026-04-27 04:05:33.893"
"cmny5d70c00gwif04g1dmvm0h","C.00016","Enggal Makmur Pemalang","C.00016","Dusun Balutan Rt 006 / Rw 007 Kel. Purwoharjo Kec. Comal",-6.8997724,109.5330898,"081326997222",,"2026-04-14 04:54:27.517","2026-04-27 04:05:33.898"
"cmny5d70g00gxif04yacbu6iy","C.01180","Enggal Subur Warungasem Batang","C.01180","2P99+F3F Pandansari, Kabupaten Batang, Jawa Tengah",-6.981034043,109.717688157,"085869183273",,"2026-04-14 04:54:27.52","2026-04-27 04:05:33.902"
"cmny5d70j00gyif044zh82bl1","C.00705","Enggal Tani Blora","C.00705","Ruko Bumdes, Jl. Veteran, RT.02/RW.06, Pakis, Andongrejo, Kec. Blora",-6.981069,111.436493,"+62 895-0696-0002",,"2026-04-14 04:54:27.524","2026-04-27 04:05:33.906"
"cmny5db5a01n8if04aj3uem74","C.00026","Tani Makmur Pati","C.00026","Jl. Jakenan- Winong",-6.771391839,111.108018815,"085293024724",,"2026-04-14 04:54:32.878","2026-04-27 04:05:39.815"
"cmny5d70q00h0if04zu4hre22","C.00971","Enggal Tani Sleman","C.00971","Jl. Cangkringan, Area Sawah, Widodomartani, Kec. Ngemplak",-7.701772223,110.453355469,"+62 858-6862-4195",,"2026-04-14 04:54:27.531","2026-04-27 04:05:33.915"
"cmny5d70v00h1if049j9tzpuy","NT/025","Enjoy Tani Demak","NT/025","JL. Bulu Raji",-6.8548372,110.6843319,"085325202600 / 0816695172",,"2026-04-14 04:54:27.535","2026-04-27 04:05:33.923"
"cmny5d70y00h2if04wsrbzbr8","NT/107","Epafras","NT/107","Semarang",-7.0087042,110.3447949,,,"2026-04-14 04:54:27.538","2026-04-27 04:05:33.927"
"cmny5d71100h3if04ravqdkw6","C.02423","Erlin - Pengenjek, Jonggat","C.02423","968X+6HG Pengenjek, Kabupaten Lombok Tengah, Nusa Tenggara Bar.",-8.634444,116.248938,"081918327017",,"2026-04-14 04:54:27.542","2026-04-27 04:05:33.931"
"cmny5d71500h4if04t9xak3y7","C.01663","Erwin - Sukamulia","C.01663","9G94+CF9 Sukamulia, Kabupaten Lombok Timur, Nusa Tenggara Bar.",-8.6314368,116.5062419,"081775122607",,"2026-04-14 04:54:27.546","2026-04-27 04:05:33.935"
"cmny5d71900h5if04763ek5oe","C.00563","Esti / Agriaku","C.00563","3RFF+3H5, Wonorejo, Kenconorejo, Kecamatan Tulis,",-6.92789,109.823169,"081326949376",,"2026-04-14 04:54:27.549","2026-04-27 04:05:33.939"
"cmny5d71c00h6if04drv5k507","C.01387","Estu Tani Boyolali","C.01387","Terminal Juwangi, Pandeyan, Juwangi, Kec. Juwangi",-7.185704863,110.754259782,"+62 815-4833-3316",,"2026-04-14 04:54:27.553","2026-04-27 04:05:33.943"
"cmny5d71g00h7if04sb13whul","C.00713","Etika Tani Magelang","C.00713","M. Yusuf, Sawah, Adikarto, Kec. Muntilan",-7.609869,110.2384124,"+62 821-3662-7128",,"2026-04-14 04:54:27.556","2026-04-27 04:05:33.947"
"cmny5d71j00h8if046paurqan","C.00090","Evelyn","C.00090","Diponegoro RT/RW 001/002 Desa Glempangpasir, Kec. Adipala",-7.6804381,109.1960967,"088294275112",,"2026-04-14 04:54:27.559","2026-04-27 04:05:33.951"
"cmny5d71n00h9if04j4mhd4lg","C.01009","FA Tani Brebes","C.01009","Wanareja",-7.264120445,109.104482928,"+62 823-2910-6186",,"2026-04-14 04:54:27.563","2026-04-27 04:05:33.955"
"cmny5d71t00hbif04psok0b2u","C.00643","Fadli Robbi / Agriaku","C.00643","WQX4+66G, area persawahan, Dorolegi, Kecamatan Godong",-7.049393,110.753119,"089678983781",,"2026-04-14 04:54:27.57","2026-04-27 04:05:33.962"
"cmny5d71x00hcif04xr8jyai0","C.00478","Faham Tani Ngaliyan","C.00478","Jl. Kauman, Podorejo, Kec. Ngaliyan",-7.0083679,110.2878583,"+62 877-0049-3432",,"2026-04-14 04:54:27.573","2026-04-27 04:05:33.965"
"cmny5d72000hdif041sw2n5tj","C.01564","Faiq Tani Sapuran Wonosobo","C.01564","GXQJ+F3C Sapuran, Kabupaten Wonosobo, Jawa Tengah",-7.4543669,109.9803054,"085641948177",,"2026-04-14 04:54:27.576","2026-04-27 04:05:33.97"
"cmny5d72300heif04cv0euag0","NT/026","Faisal Tani Purwodadi","NT/026","Sugihmanik  RT 02 / RW 05 Tanggungharjo",-7.0928587,110.6160409,"081326612348",,"2026-04-14 04:54:27.579","2026-04-27 04:05:33.973"
"cmny5d72600hfif0430e3iba5","NT/027","Faiz Tani Kudus","NT/027","Jl. Kutuk Lor Rt 008 / Rw 003 Kel. Kutuk, Undakan",-6.9259734,110.8312378,"085879318740",,"2026-04-14 04:54:27.583","2026-04-27 04:05:33.977"
"cmny5d72a00hgif04ga1k895x","C.00137","Fajar Tani","C.00137","Jl. Cinangsi Rt 004 / Rw 001 Kel. Cinangsi Kec. Gandrungmangu",-7.4616878,108.8786959,"085227783783",,"2026-04-14 04:54:27.587","2026-04-27 04:05:33.981"
"cmny5d72e00hhif04b3j1m5f3","C.00279","Fajar Tani Baru Sragen","C.00279","Kebayanan III, Pendem, Sumberlawang",-7.3452813,110.838903,"+62 812-2772-828",,"2026-04-14 04:54:27.59","2026-04-27 04:05:33.985"
"cmny5d72h00hiif0475kcszzh","C.01220","Fajar Tani Blitar","C.01220","RT2 RW1, Karanggayam, Sumberrejo, Jabung, Kec. Talun",-8.139002,112.2644649,"+62 856-5597-5713",,"2026-04-14 04:54:27.594","2026-04-27 04:05:33.989"
"cmny5d72l00hjif04j7ba9xez","C.01163","Fajar Tani Jombang","C.01163","Genjong Lor, Sidowarek, Kec. Ngoro",-7.652096917,112.234988686,"+62 852-3660-7673",,"2026-04-14 04:54:27.597","2026-04-27 04:05:33.992"
"cmny5d72o00hkif04bxl6x5xr","C.01792","Fastawa Tani Kuwarasan Kebumen","C.01792","8GC4+V4J, Unnamed Road, Kalideres, Kalipurwo, Kec. Kuwarasan, Kabupaten Kebumen, Jawa Tengah 54366",-7.677797,109.5052509,"088216188279",,"2026-04-14 04:54:27.6","2026-04-27 04:05:34"
"cmny5d72s00hlif04s6xz8yix","C.01680","Fata Tani Gebang Purworejo","C.01680","8X93+F76, Kedungjeru, Winong Kidul, Kec. Gebang, Kabupaten Purworejo, Jawa Tengah",-7.6813295,109.9531349,"085703266193",,"2026-04-14 04:54:27.604","2026-04-27 04:05:34.003"
"cmny5d72v00hmif048pi8ohma","C.00129","Fathan Tani","C.00129","Gamprit, Tegalgandu, Wanasari",-6.9457378,108.9889843,"081548916460",,"2026-04-14 04:54:27.607","2026-04-27 04:05:34.007"
"cmny5d72y00hnif04klccmoda","C.00069","Fatikah Tani","C.00069","Wilalung RT 004 RW 001 Kec. Gajah",-6.9222982,110.7726058,,,"2026-04-14 04:54:27.611","2026-04-27 04:05:34.011"
"cmny5d73200hoif04zp7dfev2","T/021","Feb Tani Temanggung","T/021","Jetis RT. 001 RW.001 Kel. Ngimbrang Kec. Bulu",-7.286679,110.1063822,"085643539131",,"2026-04-14 04:54:27.614","2026-04-27 04:05:34.015"
"cmny5d73500hpif04199gnkzu","C.00925","Febi Laras","C.00925","Dusun III Desa Pauh I Kel Pauh I Kec. Rawas Ilir",-2.658009,103.281767,,,"2026-04-14 04:54:27.617","2026-04-27 04:05:34.018"
"cmny5d73800hqif04nxetgdve","C.01854","Feradim Karangsambung Kebumen","C.01854","CMXF+R53 Karangsambung, Kabupaten Kebumen, Jawa Tengah",-7.5505,109.6729444,"085327233646",,"2026-04-14 04:54:27.621","2026-04-27 04:05:34.022"
"cmny5d73b00hrif04bb4qgj4z","C.00417","Ferdi Agro Perkasa Pati","C.00417","RT.06/RW.05, Misik, Sukolilo, Pati Regency, Central Java 59172",-6.9425752,110.9242962,"+62 852-9211-6809",,"2026-04-14 04:54:27.624","2026-04-27 04:05:34.025"
"cmny5d73e00hsif04r3qb4xto","C.00538","Fia Tani","C.00538","Geritan, Kec. Pati",-6.7502663,111.0594811,"+62 823-3810-3018",,"2026-04-14 04:54:27.627","2026-04-27 04:05:34.029"
"cmny5d73i00htif04uvpey1mk","C.01640","Fika Jaya Prembun Kebumen","C.01640","8Q8R+PV4 Pesuningan, Kabupaten Kebumen, Jawa Tengah",-7.696205,109.7884818,"081393667771",,"2026-04-14 04:54:27.63","2026-04-27 04:05:34.033"
"cmny5d73l00huif04f1fz6cnz","C.00463","Fiki Tani","C.00463","Ds. Sendangkulon Kec. Kangkung",-6.9300805,110.0872372,"083113549475",,"2026-04-14 04:54:27.634","2026-04-27 04:05:34.037"
"cmny5d73p00hvif04rsxsaay6","C.00642","Fiki Tani Kendal","C.00642","Sendang Kidul, Sendangkulon, Kecamatan Kangkung",-6.927785181,110.088998909,"083113549475",,"2026-04-14 04:54:27.637","2026-04-27 04:05:34.041"
"cmny5d73s00hwif04rxy4krav","C.02165","Fiki Tani Windusari Magelang","C.02165","J42X+C3C, Kalijoso, Genito, Kec. Windusari, Kabupaten Magelang, Jawa Tengah",-7.3989375,110.1476406,"081430365902",,"2026-04-14 04:54:27.64","2026-04-27 04:05:34.045"
"cmny5d73v00hxif04bqbkhaie","C.02127","Filaha Kebasen Banyumas","C.02127","F688+3Q9, Jl. Raya Bentul, Beji Wetan, Kebasen, Kec. Kebasen, Kabupaten Banyumas, Jawa Tengah 52193",-7.5348152,109.2171507,"085879604199",,"2026-04-14 04:54:27.644","2026-04-27 04:05:34.049"
"cmny5d73z00hyif04ylt08ay8","C.01617","Firdaus Farm - Kopang","C.01617","99J7+HJW Bebuaq, Kabupaten Lombok Tengah, Nusa Tenggara Bar.",-8.6185057,116.364004,"087756523610",,"2026-04-14 04:54:27.647","2026-04-27 04:05:34.052"
