"id","userId","title","message","link","isRead","createdAt"
"cmokw4ngt000hjo04kjr74aam","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Giffari Putra Sudarisman telah menyimpan realisasi demo plot untuk petani Pak Darusman.","/dashboard/demoplot/detail/cmokw4nfm0002jo04e6ew9cy2","f","2026-04-30 02:54:34.446"
"cmom5iavx000nkt040h7mcpdn","cmn2ut490000djy043kfw99u4","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOLDQC2) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmoldqc2n0001jm0467wcfuun","t","2026-05-01 00:04:54.045"
"cmompfb5o0001l404etr40m0n","cmnqvj5hf0001l804cdnu5y2i","📩 Pengajuan Stok Menunggu Approval FA Manager","Pengajuan stok AFA (Orbit Bimasakti Akbar) telah disetujui SPV dan menunggu approval Anda.","/dashboard/stock","f","2026-05-01 09:22:26.748"
"cmompfb5v0003l404ym6zq6qy","cmmu0cnp40006zfy02oc00oz1","✅ Disetujui SPV — Menunggu FA Manager","Pengajuan stok Anda (ID: CMOMPBRP) telah disetujui SPV. Menunggu approval FA Manager.","/dashboard/stock","t","2026-05-01 09:22:26.755"
"cmoqo7bsz0014i90420v9f3jr","cmnqvkhsd0003l8046midb5wl","📩 Pengajuan Stok Menunggu Approval WH Manager","Pengajuan stok AFA (Orbit Bimasakti Akbar) telah disetujui FA Manager dan menunggu approval Anda.","/dashboard/stock","f","2026-05-04 03:59:19.427"
"cmoqo7bt50016i9042v6ck4im","cmmu0cnp40006zfy02oc00oz1","✅ Disetujui FA Manager — Menunggu WH Manager","Pengajuan stok Anda (ID: CMOMPBRP) telah disetujui FA Manager. Menunggu approval WH Manager.","/dashboard/stock","t","2026-05-04 03:59:19.434"
"cmoqtlod70003l804ay16p959","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Biozeb 80 WP 800 gr disesuaikan sebesar +2400 Bks.
Keterangan: Stok awal belum terinput","/dashboard/stock/history","f","2026-05-04 06:30:26.972"
"cmoqtlodd0007l8040ycyterq","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Absina 36 EC 1 L disesuaikan sebesar +180 PCS.
Keterangan: Stok awal belum terinput","/dashboard/stock/history","f","2026-05-04 06:30:26.978"
"cmoqtlodi000bl804m7kpw1ce","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Stadium 18 EC 1 L disesuaikan sebesar +140 Btl.
Keterangan: Stok awal belum terinput","/dashboard/stock/history","f","2026-05-04 06:30:26.982"
"cmogvro6e002jky041a8qjbhm","cmnptx8wa0001ih049zvdbkfp","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGVMJP) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogvmjp2000cjv04q8vy6y3m","t","2026-04-27 07:33:24.135"
"cmor02wka000jjt04a3hmqq10","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Muhammad Gandhi Gumelar telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-05-04 09:31:48.442"
"cmoibbl950007js04dp32uywp","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Dhika Prasetya telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-04-28 07:36:33.882"
"cmoqzw4br0005ii04e9dj75q9","cmmvjyntc0001l704r738ouwy","🧪 Sampel Disetujui SPV — Stok Masuk","Pengajuan sampel Anda (ID: CMOQRWRM) telah disetujui SPV. Stok sampel sudah masuk ke gudang Anda.","/dashboard/stock","t","2026-05-04 09:26:31.911"
"cmorzfiw0000mld04k173dnaj","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Suwarno.","/dashboard/demoplot/detail/cmorzfiun0001ld042nrykvoc","t","2026-05-05 02:01:23.809"
"cmogvkdmb000gjt046p0db0w1","cmn2ut4aa0013jy04kr1572fk","📩 Permintaan Stok Baru (FO)","Maulidya Hilda Prameswari mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmogvkdlr0001jt04m0id1q70","f","2026-04-27 07:27:43.86"
"cmogvmjpe000sjv047y04sfav","cmn2ut4aa0013jy04kr1572fk","📩 Permintaan Stok Baru (FO)","Giffari Putra Sudarisman mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmogvmjp2000cjv04q8vy6y3m","f","2026-04-27 07:29:25.058"
"cmos3uzo70007ib0413ty0se2","cmn2ut4aa0013jy04kr1572fk","✅ Disetujui WH Manager — Menunggu Penerimaan SPV","Pengajuan stok Anda (ID: CMOR00LZ) telah disetujui WH Manager. Menunggu SPV konfirmasi penerimaan.","/dashboard/stock","f","2026-05-05 04:05:23.863"
"cmos3ufgf0003ib04wk9phl3q","cmmvjyntc0001l704r738ouwy","✅ Disetujui WH Manager — Menunggu Penerimaan SPV","Pengajuan stok Anda (ID: CMOQRSLJ) telah disetujui WH Manager. Menunggu SPV konfirmasi penerimaan.","/dashboard/stock","t","2026-05-05 04:04:57.664"
"cmogvsw2r002yjt041qtrteak","cmn2ut49w000vjy0426qvfk1j","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGVP2M) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogvp2my001tjv04mvyxt8up","f","2026-04-27 07:34:21.028"
"cmos4r13x0003l8045oaj9kmt","cmn2ut4aa0013jy04kr1572fk","✅ Disetujui SPV — Menunggu FA Manager","Pengajuan stok Anda (ID: CMOS3R8R) telah disetujui SPV. Menunggu approval FA Manager.","/dashboard/stock","f","2026-05-05 04:30:18.717"
"cmos4r13r0001l804qu1w3w5g","cmnqvj5hf0001l804cdnu5y2i","📩 Pengajuan Stok Menunggu Approval FA Manager","Pengajuan stok AFA (Muhammad Gandhi Gumelar) telah disetujui SPV dan menunggu approval Anda.","/dashboard/stock","t","2026-05-05 04:30:18.711"
"cmos91zd00003l504t2m9ikmc","cmn2ut4aa0013jy04kr1572fk","✅ Disetujui SPV — Menunggu FA Manager","Pengajuan stok Anda (ID: CMOS54TJ) telah disetujui SPV. Menunggu approval FA Manager.","/dashboard/stock","f","2026-05-05 06:30:48.133"
"cmos91zcw0001l50474p8n3g9","cmnqvj5hf0001l804cdnu5y2i","📩 Pengajuan Stok Menunggu Approval FA Manager","Pengajuan stok AFA (Muhammad Gandhi Gumelar) telah disetujui SPV dan menunggu approval Anda.","/dashboard/stock","t","2026-05-05 06:30:48.128"
"cmos9pnae0004la044qdnngha","cmmvjyntc0001l704r738ouwy","✅ Pengajuan Stok Selesai — Stok Telah Masuk","Pengajuan stok Anda (ID: CMOS9GK0) telah diterima SPV. Stok telah masuk ke ledger Anda. Invoice Accurate: 645.26.05.06275.","/dashboard/stock","t","2026-05-05 06:49:12.23"
"cmosb2o510002lb04b75ssi2o","cmn2ut4aa0013jy04kr1572fk","✅ Pengajuan Stok Selesai — Stok Telah Masuk","Pengajuan stok Anda (ID: CMOS54TJ) telah diterima SPV. Stok telah masuk ke ledger Anda. Invoice Accurate: 645.26.05.06278.","/dashboard/stock","f","2026-05-05 07:27:19.478"
"cmorwuquq001il204egk7xstj","cmmu0cnp40006zfy02oc00oz1","📩 Permintaan Stok Baru (FO)","Anggun Susilawati mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmorwuqud001dl204soxmi8k2","t","2026-05-05 00:49:15.122"
"cmotigedy000iib04xqnj54mh","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Maulidya Hilda Prameswari telah menyimpan realisasi demo plot untuk petani Wiyanto.","/dashboard/demoplot/detail/cmotigec30001ib04d4b7dfzo","f","2026-05-06 03:41:43.51"
"cmogvt2zq0034jt04jnabhz62","cmn2ut49j000njy041wql3gda","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGVMIN) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogvminy001njv04p93spo00","f","2026-04-27 07:34:29.99"
"cmogvtrgb001yjv04bqb8srn4","cmn2ut49q000rjy04a4s6lixm","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGVFPW) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogvfpw3000kky04qf4astd9","t","2026-04-27 07:35:01.691"
"cmogvtim60055l704dftl3ioh","cmn2ut49m000pjy04tvucyl37","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGVI4P) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogvi4pg000sky042t2j3zfd","t","2026-04-27 07:34:50.238"
"cmogw5isj002pjm047r6mp9gz","cmn2ut48g0005jy040hwfi0jk","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGW1WX) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogw1wxl006kjv04nsexlzz3","t","2026-04-27 07:44:10.339"
"cmogw7fna002qjv0472w0647r","cmn2ut49t000tjy04sn5nl6nl","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGW48U) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogw48ue0020jv04ns1eo5gg","t","2026-04-27 07:45:39.574"
"cmogwc3nr0005i904689yn5ml","cmmu0cnp40006zfy02oc00oz1","📩 Permintaan Stok Baru (FO)","Kiftirul Aziz mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmogwc3n60001i904dz36s0e0","t","2026-04-27 07:49:17.32"
"cmogvtxqy003wjv04cc2mw975","cmnptxdfx0003ih04aeoz98ii","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGVKDL) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogvkdlr0001jt04m0id1q70","t","2026-04-27 07:35:09.85"
"cmoicmi7q0001jr04cmnr0bcs","cmn2ut4aa0013jy04kr1572fk","❌ Pengajuan Stok Ditolak","Pengajuan stok Anda (ID: CMOGOFX4) telah ditolak oleh FA Manager.
Alasan: tes","/dashboard/stock","f","2026-04-28 08:13:02.774"
"cmom6n0hn000ml1042jlzj6xl","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Giffari Putra Sudarisman telah menyimpan realisasi demo plot untuk petani Pak Lukman.","/dashboard/demoplot/detail/cmom6n0dw0003l104onfhwx30","f","2026-05-01 00:36:33.467"
"cmolbz7gy0007jm043g02ba2u","cmmvjyntc0001l704r738ouwy","📩 Permintaan Stok Baru (FO)","Yanwar Setyabudi AP mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmolbz7ft0001jm04q2ksxeoi","t","2026-04-30 10:18:14.29"
"cmom8ev3w001tl104bact10k7","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Maulidya Hilda Prameswari telah menyimpan realisasi demo plot untuk petani Suratman.","/dashboard/demoplot/detail/cmom8ev1i001cl104pilghytc","f","2026-05-01 01:26:12.477"
"cmom8gnu9002dl104lil2mg1v","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Maulidya Hilda Prameswari telah menyimpan realisasi demo plot untuk petani Zaenuri.","/dashboard/demoplot/detail/cmom8gntb001wl10477yn9w65","f","2026-05-01 01:27:36.369"
"cmom8iegm000nl204h4geih7k","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Maulidya Hilda Prameswari telah menyimpan realisasi demo plot untuk petani Maryono (KOL).","/dashboard/demoplot/detail/cmom8ief80006l20452hg5vyx","f","2026-05-01 01:28:57.526"
"cmokuxj1o0006l704khcow1ts","cmmu0cnp40006zfy02oc00oz1","📩 Permintaan Stok Baru (FO)","Raffli Yoga Prasetyo mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmokuxj1c0001l704ifcj07bx","t","2026-04-30 02:21:02.509"
"cmombchky0005js04j6n8db8l","cmmu0cnp40006zfy02oc00oz1","📩 Permintaan Stok Baru (FO)","farras raffael mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmombchjv0001js04y466akf1","t","2026-05-01 02:48:20.482"
"cmoqo7f760003l104f6dxgag2","cmnqvkhsd0003l8046midb5wl","📩 Pengajuan Stok Menunggu Approval WH Manager","Pengajuan stok AFA (Dhika Prasetya) telah disetujui FA Manager dan menunggu approval Anda.","/dashboard/stock","f","2026-05-04 03:59:23.826"
"cmoqo7f7b0005l104ivrl1nr2","cmmvjyntc0001l704r738ouwy","✅ Disetujui FA Manager — Menunggu WH Manager","Pengajuan stok Anda (ID: CMOQFVLT) telah disetujui FA Manager. Menunggu approval WH Manager.","/dashboard/stock","t","2026-05-04 03:59:23.832"
"cmomqnyig0005k004jtrb5nwu","cmmu0cnp40006zfy02oc00oz1","📩 Permintaan Stok Baru (FO)","Danu Bagus Setiawan mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmomqnyhz0001k004itd28mhz","t","2026-05-01 09:57:09.88"
"cmoquvfbk0007l704mhi1485w","cmn2ut4aa0013jy04kr1572fk","📩 Permintaan Stok Baru (FO)","Giffari Putra Sudarisman mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmoquvfb00001l704thocg1k1","f","2026-05-04 07:06:01.425"
"cmoi514q9001gjr04kdwvuhep","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Muhtarom.","/dashboard/demoplot/detail/cmoi514pd0017jr04r19g841i","t","2026-04-28 04:40:28.209"
"cmohzg06d000vlj05pm6pi6lp","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Sukardi.","/dashboard/demoplot/detail/cmohzg05g000ilj05a0j7h1hz","t","2026-04-28 02:04:04.453"
"cmohzjavi001alj05hzmqzyab","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Sukamto.","/dashboard/demoplot/detail/cmohzjau0000xlj05v9u47k41","t","2026-04-28 02:06:38.286"
"cmohzqxzt000fl404ett3lcw4","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Aris.","/dashboard/demoplot/detail/cmohzqxxn0002l4046tban602","t","2026-04-28 02:12:34.841"
"cmohzwp2z000jju04so6zgoer","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Asman.","/dashboard/demoplot/detail/cmohzwp190006ju04ifh11h2w","t","2026-04-28 02:17:03.227"
"cmoi005im000vl4049oxa0svg","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Mudiono.","/dashboard/demoplot/detail/cmoi005gz000il404ywtt1z1b","t","2026-04-28 02:19:44.494"
"cmoi030hf0011ju047hycu98q","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Pujiono.","/dashboard/demoplot/detail/cmoi030g9000oju041it6nt74","t","2026-04-28 02:21:57.939"
"cmoqzwaym0005l204mv6pnxm8","cmn2ut4aa0013jy04kr1572fk","🧪 Sampel Disetujui SPV — Stok Masuk","Pengajuan sampel Anda (ID: CMOQZV4D) telah disetujui SPV. Stok sampel sudah masuk ke gudang Anda.","/dashboard/stock","f","2026-05-04 09:26:40.511"
"cmom7py5l000hie048zvq1yw5","cmn2ut48v000bjy04dn3fav4n","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOLBZ7F) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmolbz7ft0001jm04q2ksxeoi","t","2026-05-01 01:06:50.025"
"cmorx3rj4000bjo04l8ddpgco","cmn2ut4aa0013jy04kr1572fk","📝 Update Sesi Demo Plot","Giffari Putra Sudarisman telah menyimpan sesi lanjutan demo plot untuk petani Pak Lukman.","/dashboard/demoplot/detail/cmom6n0dw0003l104onfhwx30","f","2026-05-05 00:56:15.905"
"cmorx5gfb0009l704ke5x4u60","cmmu0cnp40006zfy02oc00oz1","📝 Update Sesi Demo Plot","Putri Ayuning Sekar telah menyimpan sesi lanjutan demo plot untuk petani Masroni.","/dashboard/demoplot/detail/cmojdypsp0002l204q7bay79u","t","2026-05-05 00:57:34.823"
"cmorzvlfi000jl804s8euwxxg","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Kiftirul Aziz telah menyimpan realisasi demo plot untuk petani Pak Rukiman.","/dashboard/demoplot/detail/cmorzvleb0002l804zkiwct9u","t","2026-05-05 02:13:53.598"
"cmogvt9fb003ujt04utugmwql","cmn2ut49j000njy041wql3gda","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGVJZ3) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogvjz3y0001jv04z5ke1ur6","f","2026-04-27 07:34:38.328"
"cmogvx9k3006ijv04w6ymd9wk","cmn2ut48j0007jy040a1gsnei","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGVPFC) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogvpfco000ujv04a74x11p9","t","2026-04-27 07:37:45.123"
"cmokvlhh9000cl704d0jqtwmi","cmn2ut49q000rjy04a4s6lixm","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOKVG4D) telah disetujui oleh AFA.
Catatan: Untuk lahan bu silvi dan pak harjo","/dashboard/demoplot/detail/cmokvg4dw0001ju04sfr0tb0d","f","2026-04-30 02:39:40.221"
"cmogwiblg003cjv04q3p5kp68","cmoglrsdk0003jp045dbe5d9l","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGWG76) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogwg76k0001ju04wgh7pfoo","f","2026-04-27 07:54:07.541"
"cmogmd1pl000blb04pua5ortv","cmmvjyntc0001l704r738ouwy","✅ Disetujui SPV — Menunggu FA Manager","Pengajuan stok Anda (ID: CMOGM9CZ) telah disetujui SPV. Menunggu approval FA Manager.","/dashboard/stock","t","2026-04-27 03:10:05.289"
"cmogmdtn90008ju04ksmgr6jh","cmmvjyntc0001l704r738ouwy","❌ Pengajuan Stok Ditolak","Pengajuan stok Anda (ID: CMOGMAKX) telah ditolak oleh SPV.
Alasan: tes","/dashboard/stock","t","2026-04-27 03:10:41.493"
"cmogmlner000cju04yhmtclpi","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Ambition 500 ml disesuaikan sebesar +50 PCS.
Keterangan: tes","/dashboard/stock/history","t","2026-04-27 03:16:46.659"
"cmogmpiyb0003ky04d9t2wj3h","cmmvjyntc0001l704r738ouwy","✅ Disetujui FA Manager — Menunggu WH Manager","Pengajuan stok Anda (ID: CMOGM9CZ) telah disetujui FA Manager. Menunggu approval WH Manager.","/dashboard/stock","t","2026-04-27 03:19:47.507"
"cmogmpzgd0003jy04t6r72847","cmmvjyntc0001l704r738ouwy","✅ Disetujui WH Manager — Menunggu Penerimaan SPV","Pengajuan stok Anda (ID: CMOGM9CZ) telah disetujui WH Manager. Menunggu SPV konfirmasi penerimaan.","/dashboard/stock","t","2026-04-27 03:20:08.893"
"cmogo9twm0005jr04lyzdkuok","cmmvjyntc0001l704r738ouwy","📩 Permintaan Stok Baru (FO)","Asthiana Hikmatia mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmogo9tun0001jr046knpzedm","t","2026-04-27 04:03:34.438"
"cmogog2du000bjr04ihgnb7sy","cmmvjyntc0001l704r738ouwy","📩 Permintaan Stok Baru (FO)","Diajeng Nurwahidah Laila Umar mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmogog2dg0007jr04rh3qmipa","t","2026-04-27 04:08:25.363"
"cmogoja3v000bjt0485s7ocl2","cmmvjyntc0001l704r738ouwy","📩 Permintaan Stok Baru (FO)","Yanwar Setyabudi AP mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmogoja300007jt04x71mjal5","t","2026-04-27 04:10:55.339"
"cmogt8vtc000bkw046im6qrof","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Biogent 50 SC 1 L disesuaikan sebesar +2420 PCS.
Keterangan: update stock awal (pemutihan)","/dashboard/stock/history","t","2026-04-27 06:22:48.336"
"cmogtapgp000jkw04z011zcas","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Belko 500 ml disesuaikan sebesar +3050 PCS.
Keterangan: update stock awal (pemutihan)","/dashboard/stock/history","t","2026-04-27 06:24:13.418"
"cmogtcjvo000nkw04cx7ktrxq","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Platoon 75 WP 500 gr disesuaikan sebesar +2000 Bks.
Keterangan: update stock pemutihan","/dashboard/stock/history","t","2026-04-27 06:25:39.492"
"cmogtei5y0003l104xjm65x4d","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Cadilac 80 WP 1 kg disesuaikan sebesar +4000 Bks.
Keterangan: update stock pemutihan","/dashboard/stock/history","t","2026-04-27 06:27:10.583"
"cmogtgahh0003jl04yvzbqr2n","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Biocis 25 EC 1 L disesuaikan sebesar +1500 PCS.
Keterangan: update stock awal","/dashboard/stock/history","t","2026-04-27 06:28:33.942"
"cmogttr3g0003js04pfi2gz46","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Torero 80 WP 1 Kg disesuaikan sebesar +2500 PCS.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:01.996"
"cmogttr3p0007js04pzr9pooi","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Rapid Zone 20 WG 250 gr disesuaikan sebesar +550 Btl.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.005"
"cmogttr3v000bjs040wotoa7m","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Biolon 670 EC 100 ml disesuaikan sebesar +100 Btl.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.012"
"cmogttr42000fjs04izwsmrs7","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Bilis 500 SC 1 L disesuaikan sebesar +1000 Btl.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.019"
"cmogttr4h000jjs04jcdqqs0i","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Solusi 865 SL 1 L disesuaikan sebesar +1000 Btl.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.033"
"cmogttr4n000njs04fp863crx","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Zenus 276 SL 1 L disesuaikan sebesar +1680 Btl.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.039"
"cmogttr4s000rjs04e41w3u03","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Sistemik 240 SL 1 L disesuaikan sebesar +1000 Btl.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.045"
"cmogttr4y000vjs04rcn02w1r","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Bionasa 75 WSG 500 GR disesuaikan sebesar +500 PCS.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.051"
"cmogttr54000zjs04wa8c2yls","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Nefos 45 WP 500 gr disesuaikan sebesar +4320 Bks.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.056"
"cmogttr5a0013js04pnidsa8x","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Biozeb 80 WP 800 gr disesuaikan sebesar +2400 Bks.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.062"
"cmogttr5f0017js04hn874wiv","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Stadium 18 EC 1 L disesuaikan sebesar +1060 Btl.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.068"
"cmogttr5l001bjs04a1r9fdqq","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Biomax 1 L disesuaikan sebesar +2410 Btl.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.073"
"cmogttr5q001fjs04imchxzof","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Biocron 500 EC 500 ml disesuaikan sebesar +500 PCS.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.079"
"cmogttr5y001jjs0405dfy6df","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Absina 36 EC 1 L disesuaikan sebesar +1340 PCS.
Keterangan: update stock baru","/dashboard/stock/history","t","2026-04-27 06:39:02.086"
"cmogvtd61004mjt04qj9b8415","cmmu0cnp40006zfy02oc00oz1","📩 Permintaan Stok Baru (FO)","Putri Ayuning Sekar mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmogvtd5j003wjt04a1beobbk","t","2026-04-27 07:34:43.177"
"cmom7q62a000rie0466km999o","cmn2ut49f000ljy04iv28asey","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOLILRM) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmolilrma0001l40447rrxtm5","f","2026-05-01 01:07:00.274"
"cmom7y3ga0019l104ztn11sbj","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Anam.","/dashboard/demoplot/detail/cmom7y3ej000sl104d1ag4xud","t","2026-05-01 01:13:10.138"
"cmogvyr0o0055ky04qcrgpwyj","cmn2ut490000djy043kfw99u4","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGVTD5) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogvtd5j003wjt04a1beobbk","t","2026-04-27 07:38:54.408"
"cmogwd57b002vjm04pwdz3a9z","cmn2ut48g0005jy040hwfi0jk","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGWC3N) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogwc3n60001i904dz36s0e0","t","2026-04-27 07:50:05.975"
"cmogwcynn000bi9042wy7gowe","cmn2ut49t000tjy04sn5nl6nl","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGWAX0) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmogwax07007ijv04131ee8bw","t","2026-04-27 07:49:57.492"
"cmomc4wbv000jif04lpkpheuq","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Anggun Susilawati telah menyimpan realisasi demo plot untuk petani Ragil.","/dashboard/demoplot/detail/cmomc4wah0002if04j587b2t2","t","2026-05-01 03:10:25.963"
"cmoqjhg9h000ulb04b2k3xh4e","cmmu0cnp40006zfy02oc00oz1","📩 Permintaan Stok Baru (FO)","farras raffael mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmoqjhg93000qlb04z0i51lz0","t","2026-05-04 01:47:13.685"
"cmoqvh4st0005js04c5ervh11","cmn2ut4aa0013jy04kr1572fk","📩 Permintaan Stok Baru (FO)","Giffari Putra Sudarisman mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmoqvh4sg0001js04nwqlglh1","f","2026-05-04 07:22:54.221"
